,0
0,-43.86895659567933
1,-43.86895659567933
2,75.05212441280719
3,312.6906132155321
4,439.7663954605934
5,539.5538457567166
6,1108.5799359364314
7,12.376888552609609
8,881.5710268734848
9,246.29343515347762
10,439.7663954605934
11,-990.7679051870724
12,246.29343515347762
13,1101.4020762859568
14,567.5801500157387
15,539.5538457567166
16,-603.5415877368804
17,1159.7827097718357
18,676.925319383803
19,2.093594937118554
20,1159.7827097718357
21,549.0250932359236
22,12.376888552609609
23,488.6206170467979
24,1109.5962951403546
25,246.29343515347762
26,1101.4020762859568
27,439.7663954605934
28,1108.62384402604
29,-303.47864979394257
30,-557.6596681862324
31,2.093594937118554
32,1422.1469693802037
33,-819.5777219184569
34,-148.34707040450803
35,1101.4020762859568
36,75.05212441280719
37,2.093594937118554
38,549.0250932359236
39,-303.47864979394257
40,1422.1469693802037
41,1108.5799359364314
42,1422.1469693802037
43,881.5710268734848
44,312.6906132155321
45,1185.6014366707911
46,1108.62384402604
47,75.05212441280719
48,-43.86895659567933
49,1109.5962951403546
50,-603.5415877368804
51,488.6206170467979
52,-990.7679051870724
53,-990.7679051870724
54,881.5710268734848
55,-69.47164784081782
56,-990.7679051870724
57,75.05212441280719
58,881.5710268734848
59,-43.86895659567933
60,1108.62384402604
61,1422.1469693802037
62,122.41900745474203
63,-148.34707040450803
64,-69.47164784081782
65,246.29343515347762
66,309.8640594162828
67,-148.34707040450803
68,549.0250932359236
69,-557.6596681862324
70,-990.7679051870724
71,676.925319383803
72,12.376888552609609
73,439.7663954605934
74,309.8640594162828
75,1159.7827097718357
76,439.7663954605934
77,881.5710268734848
78,-148.34707040450803
79,881.5710268734848
80,1185.6014366707911
81,-611.4517415640572
82,292.969244640372
83,881.5710268734848
84,-990.7679051870724
85,549.0250932359236
86,567.5801500157387
87,12.376888552609609
88,309.8640594162828
89,312.6906132155321
90,1109.5962951403546
91,1109.5962951403546
92,-990.7679051870724
93,122.41900745474203
94,-43.86895659567933
95,1101.4020762859568
96,1185.6014366707911
97,567.5801500157387
98,12.376888552609609
99,1101.4020762859568
100,-611.4517415640572
101,549.0250932359236
102,488.6206170467979
103,439.7663954605934
104,246.29343515347762
105,1101.4020762859568
106,12.376888552609609
107,-43.86895659567933
108,2.093594937118554
109,1108.5799359364314
110,549.0250932359236
111,246.29343515347762
112,1108.5799359364314
113,122.41900745474203
114,-43.86895659567933
115,881.5710268734848
116,-557.6596681862324
117,439.7663954605934
118,549.0250932359236
119,1159.7827097718357
120,-819.5777219184569
121,-69.47164784081782
122,-148.34707040450803
123,488.6206170467979
124,488.6206170467979
125,567.5801500157387
126,1108.5799359364314
127,1108.62384402604
128,1101.4020762859568
129,-557.6596681862324
130,1185.6014366707911
131,12.376888552609609
132,1101.4020762859568
133,-603.5415877368804
134,881.5710268734848
135,539.5538457567166
136,-990.7679051870724
137,-69.47164784081782
138,1108.62384402604
139,2.093594937118554
140,-148.34707040450803
141,12.376888552609609
142,-69.47164784081782
143,-43.86895659567933
144,2.093594937118554
145,-557.6596681862324
146,246.29343515347762
147,-990.7679051870724
148,292.969244640372
149,122.41900745474203
150,-603.5415877368804
151,1108.5799359364314
152,-148.34707040450803
153,567.5801500157387
154,-557.6596681862324
155,676.925319383803
156,12.376888552609609
157,1108.62384402604
158,122.41900745474203
159,1108.5799359364314
160,539.5538457567166
161,309.8640594162828
162,-303.47864979394257
163,-303.47864979394257
164,2.093594937118554
165,-611.4517415640572
166,-69.47164784081782
167,881.5710268734848
168,-819.5777219184569
169,-557.6596681862324
170,-69.47164784081782
171,1108.5799359364314
172,-603.5415877368804
173,539.5538457567166
174,-148.34707040450803
175,1185.6014366707911
176,1108.62384402604
177,122.41900745474203
178,1101.4020762859568
179,246.29343515347762
180,1108.62384402604
181,-557.6596681862324
182,-611.4517415640572
183,488.6206170467979
184,-557.6596681862324
185,1422.1469693802037
186,488.6206170467979
187,549.0250932359236
188,12.376888552609609
189,1109.5962951403546
190,881.5710268734848
191,567.5801500157387
192,1185.6014366707911
193,309.8640594162828
194,309.8640594162828
195,12.376888552609609
196,1108.62384402604
197,-819.5777219184569
198,1159.7827097718357
199,-303.47864979394257
200,488.6206170467979
201,-43.86895659567933
202,12.376888552609609
203,-603.5415877368804
204,1108.5799359364314
205,312.6906132155321
206,1108.62384402604
207,539.5538457567166
208,1108.62384402604
209,676.925319383803
210,309.8640594162828
211,292.969244640372
212,549.0250932359236
213,439.7663954605934
214,881.5710268734848
215,676.925319383803
216,-990.7679051870724
217,-819.5777219184569
218,1108.62384402604
219,-819.5777219184569
220,881.5710268734848
221,1109.5962951403546
222,676.925319383803
223,-611.4517415640572
224,309.8640594162828
225,12.376888552609609
226,-819.5777219184569
227,292.969244640372
228,312.6906132155321
229,549.0250932359236
230,-990.7679051870724
231,676.925319383803
232,1185.6014366707911
233,1101.4020762859568
234,1101.4020762859568
235,12.376888552609609
236,-990.7679051870724
237,539.5538457567166
