,length_oggm,area_oggm,volume_oggm
1934,6.8,8.10954248736024,0.8882171595740939
1935,6.8,8.113624879217848,0.8887996597131393
1936,6.9,8.12201213467976,0.8906164329679694
1937,7.0,8.138306478635261,0.900357354256556
1938,7.0,8.142250982374675,0.9020918758627546
1939,7.1,8.137923297452966,0.895924356164511
1940,7.0,8.138766962069349,0.8938104207076129
1941,7.0,8.16000027556155,0.907103514212061
1942,7.1,8.164724034132607,0.9070583821632866
1943,7.1,8.156991159028129,0.8962509507148803
1944,7.0,8.149113910342566,0.8880544659398787
1945,7.1,8.137346835601427,0.8770527226421917
1946,7.1,8.134310869365912,0.874893386134017
1947,7.1,8.121134550469295,0.8659196824144053
1948,7.1,8.093269891182851,0.8435659677987145
1949,7.0,8.095518993467575,0.8493352507502774
1950,7.0,8.081128912868465,0.8381605144509601
1951,7.1,8.062405928181514,0.8272428723509061
1952,7.0,8.053634746377575,0.8227009391869664
1953,7.1,8.038108710695374,0.8097102313665728
1954,7.0,8.024530599380943,0.8026508361125059
1955,7.1,8.020463384784648,0.8083247032143824
1956,7.0,8.022814733168616,0.8141445930276755
1957,7.1,8.015553756865936,0.8102100948269731
1958,7.0,8.00480577163292,0.80693669893406
1959,7.1,7.979507869573752,0.7955781181123097
1960,7.0,7.9667304849990215,0.7905849818090187
1961,7.1,7.973512558184568,0.802694616434928
1962,7.0,7.965429728447499,0.8012468288896264
1963,7.1,7.962921034495052,0.8025024789019392
1964,7.0,7.944248167910125,0.7972156127108636
1965,7.0,7.922474701453478,0.7883930526480288
1966,7.0,7.931390650029175,0.8012265184438855
1967,7.0,7.919269995826207,0.8014667224460512
1968,6.9,7.911568887256965,0.7999383613583407
1969,7.0,7.912917963311856,0.8080875895602374
1970,6.9,7.895725915641136,0.8012200803468236
1971,7.0,7.877030183677636,0.7935327346213897
1972,7.0,7.863467200818237,0.786118146298832
1973,6.9,7.856891517885912,0.7845361248469828
1974,7.0,7.832072509436829,0.7737430519368195
1975,6.9,7.829655625690105,0.7744436155997999
1976,6.8,7.821103068746852,0.7705509180095873
1977,6.8,7.812893599751547,0.7678613193089809
1978,6.8,7.814570143424343,0.775237057918091
1979,6.8,7.81551199116811,0.7818202115385506
1980,6.8,7.8030971879649655,0.7827953561147702
1981,6.8,7.804572378105237,0.7870984272526845
1982,6.8,7.8035605027745705,0.7907347965228719
1983,6.7,7.782485924885445,0.7765726561147412
1984,6.8,7.767595902220717,0.7673923722929434
1985,6.8,7.774381025788162,0.7730760938298257
1986,6.7,7.754040515959494,0.7612201855412801
1987,6.7,7.730080909079805,0.7517338085511044
1988,6.7,7.706556452920618,0.7416090005179423
1989,6.7,7.680290449734228,0.7319433928097617
1990,6.6,7.666747216111524,0.7276622618034618
1991,6.7,7.654066054732476,0.7249569158469799
1992,6.6,7.624280878193534,0.7096913848159071
1993,6.6,7.5954898091591225,0.6974852033700463
1994,6.6,7.578963363545742,0.6969798382364509
1995,6.5,7.550671763648743,0.6873052778684334
1996,6.6,7.540732960240953,0.6855274948372692
1997,6.5,7.511467246025223,0.6755584151974248
1998,6.5,7.482260729339325,0.6687355119680488
1999,6.4,7.44676397561626,0.6593700312404837
2000,6.4,7.416086888493097,0.6521735507671337
2001,6.3,7.382695163066465,0.6439950455119557
2002,6.4,7.375546562148089,0.6481923484080234
2003,6.3,7.33837338455959,0.6334554742294914
