,RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name,check_geom,geometry
1,RGI60-11.00002,G013614E47485N,20030799,20030999,13.6135,47.4845,11,1,2.292,2203,2855,2526,18.6,49,1853,0,0,0,0,9,9,,,"POLYGON ((13.60638417200005 47.47577712600003, 13.60598730700008 47.47579310200007, 13.60559044200005 47.47580907800005, 13.60561400400007 47.47607814500003, 13.60563756700003 47.47634721300005, 13.60566112900005 47.47661628000003, 13.60568469200007 47.47688534800005, 13.60570825600007 47.47715441500003, 13.60573181900003 47.47742348200006, 13.60575538300003 47.47769255000003, 13.60577894800002 47.47796161700006, 13.60617582900005 47.47794564100008, 13.60657270900003 47.47792966300005, 13.60659627800004 47.47819873000003, 13.60699316100005 47.47818275100008, 13.60739004300007 47.47816677000003, 13.60741361600003 47.47843583700006, 13.60781049900004 47.47841985500003, 13.60820738300004 47.47840387100007, 13.60823096000007 47.47867293800005, 13.60825453800004 47.47894200400003, 13.60827811600006 47.47921107000008, 13.60788122700006 47.47922705400003, 13.60748433700007 47.47924303700006, 13.60750791200007 47.47951210400004, 13.60753148600003 47.47978117000008, 13.60713459200002 47.47979715200006, 13.60673769800007 47.47981313200006, 13.60634080300002 47.47982911100007, 13.60594390800003 47.47984508800005, 13.60554701300003 47.47986106400003, 13.60515011700005 47.47987703900003, 13.60517368000006 47.48014610700005, 13.60477678200004 47.48016208000007, 13.60437988400002 47.48017805200004, 13.60440344300002 47.48044712000006, 13.60400654200004 47.48046309100005, 13.60403010000005 47.48073215900007, 13.60363319700002 47.48074812800007, 13.60365675300005 47.48101719600004, 13.60325984700006 47.48103316500004, 13.60286294100007 47.48104913200007, 13.60246603500008 47.48106509800004, 13.60248958600005 47.48133416600007, 13.60251313600003 47.48160323500008, 13.60211622600002 47.48161919900008, 13.60213977500007 47.48188826800003, 13.60253668700005 47.48187230300005, 13.60256023900007 47.48214137100007, 13.60295715300003 47.48212540500003, 13.60298070700003 47.48239447300006, 13.60300426100002 47.48266354200007, 13.60260734300005 47.48267950800005, 13.60221042400008 47.48269547300004, 13.60223397400006 47.48296454200005, 13.60183705300005 47.48298050600005, 13.60186060200004 47.48324957500006, 13.60188415100004 47.48351864300008, 13.60190770100007 47.48378771200004, 13.60230462800007 47.48377174700005, 13.60232818000003 47.48404081600006, 13.60235173200005 47.48430988400003, 13.60237528400006 47.48457895200005, 13.60239883700007 47.48484802100006, 13.60279577200004 47.48483205400004, 13.60281932700008 47.48510112300005, 13.60321626300004 47.48508515500004, 13.60323982100005 47.48535422300006, 13.60363675900004 47.48533825300007, 13.60366031900003 47.48560732100003, 13.60405725900006 47.48559135000005, 13.60408082100003 47.48586041800007, 13.60447776200004 47.48584444500005, 13.60450132700004 47.48611351300008, 13.60452489200003 47.48638258000005, 13.60454845700002 47.48665164700003, 13.60457202300006 47.48692071500005, 13.60496897200005 47.48690474000006, 13.60499254000007 47.48717380800008, 13.60501610800003 47.48744287500006, 13.60503967700004 47.48771194200003, 13.60506324600004 47.48798100900007, 13.60508681500005 47.48825007600004, 13.60548377400005 47.48823410000006, 13.60550734600002 47.48850316700003, 13.60590430600007 47.48848718900007, 13.60592788000002 47.48875625600004, 13.60595145500002 47.48902532200003, 13.60597502900004 47.48929438900007, 13.60599860500002 47.48956345600004, 13.60602218000002 47.48983252300008, 13.60604575600007 47.49010158900006, 13.60606933200006 47.49037065600004, 13.60609290800005 47.49063972300007, 13.60569593200006 47.49065570200003, 13.60571950600007 47.49092476900006, 13.60574308200006 47.49119383600004, 13.60576665700006 47.49146290200008, 13.60579023300005 47.49173196900006, 13.60581380900004 47.49200103600003, 13.60621079600003 47.49198505600003, 13.60623437400005 47.49225412200008, 13.60583738500003 47.49227010200008, 13.60586096200007 47.49253916900005, 13.60625795300007 47.49252318900005, 13.60628153200003 47.49279225500004, 13.60630511200003 47.49306132200007, 13.60670210600006 47.49304534000004, 13.60672568800004 47.49331440600008, 13.60674927000002 47.49358347200007, 13.60714626800006 47.49356748900004, 13.60716985300007 47.49383655500003, 13.60719343800002 47.49410562100007, 13.60759044000002 47.49408963500008, 13.60798744100003 47.49407364900003, 13.60838444200004 47.49405766100006, 13.60840803400004 47.49432672600005, 13.60880503700002 47.49431073700003, 13.60882863000006 47.49457980200003, 13.60922563500003 47.49456381100003, 13.60924923100004 47.49483287600003, 13.60964623700005 47.49481688300006, 13.61004324300006 47.49480088900003, 13.61044024800003 47.49478489400008, 13.61083725300006 47.49476889700003, 13.61123425800002 47.49475289900005, 13.61163126300005 47.49473690000008, 13.61202826700003 47.49472089900007, 13.61200465700006 47.49445183400007, 13.61240165800007 47.49443583200008, 13.61279866000007 47.49441982900004, 13.61319566100008 47.49440382400007, 13.61359266100004 47.49438781800006, 13.61398966200005 47.49437181000008, 13.61438666200007 47.49435580100004, 13.61478366200004 47.49433979100007, 13.61476003800004 47.49407072800005, 13.61515703500004 47.49405471600005, 13.61555403200003 47.49403870300006, 13.61553040400003 47.49376964000004, 13.61592739900004 47.49375362600006, 13.61632439300007 47.49373761100003, 13.61630076200004 47.49346854800007, 13.61627713100006 47.49319948500005, 13.61588014100005 47.49321550000008, 13.61585651200005 47.49294643800005, 13.61545952400007 47.49296245100004, 13.61543589700005 47.49269338800008, 13.61541227200007 47.49242432500006, 13.61501528700006 47.49244033700006, 13.61499166300007 47.49217127400004, 13.61538864600004 47.49215526200004, 13.61536502100006 47.49188619900008, 13.61576200100006 47.49187018600003, 13.61615898200006 47.49185417200005, 13.61613535300006 47.49158510900003, 13.61611172400006 47.49131604600007, 13.61650870000005 47.49130003000005, 13.61648507000007 47.49103096800008, 13.61688204300003 47.49101495100007, 13.61685841100007 47.49074588800005, 13.61683478000003 47.49047682600008, 13.61681114900006 47.49020776300006, 13.61641418100004 47.49022378000006, 13.61639055200004 47.48995471700005, 13.61599358700005 47.48997073200007, 13.61596996000003 47.48970166900006, 13.61557299600003 47.48971768200005, 13.61517603200002 47.48973369400005, 13.61515241000006 47.48946463100003, 13.61512878800005 47.48919556700008, 13.61473182700007 47.48921157700005, 13.61470820800002 47.48894251400003, 13.61431124900002 47.48895852300006, 13.61428763200007 47.48868945900006, 13.61389067400006 47.48870546600006, 13.61386706000008 47.48843640200005, 13.61384344500004 47.48816733900003, 13.61381983100006 47.48789827500008, 13.61421678300007 47.48788226800008, 13.61419316700005 47.48761320400007, 13.61459011600004 47.48759719600008, 13.61456649900003 47.48732813300006, 13.61496344500006 47.48731212400003, 13.61536039100002 47.48729611300007, 13.61538401300004 47.48756517600003, 13.61540763500005 47.48783424000004, 13.61580458400005 47.48781822700005, 13.61582820900003 47.48808729100006, 13.61622516000006 47.48807127700007, 13.61662211100003 47.48805526200005, 13.61664574000002 47.48832432400008, 13.61704269300003 47.48830830800006, 13.61706632400006 47.48857737000003, 13.61746327800006 47.48856135200003, 13.61786023300004 47.48854533300005, 13.61825718700004 47.48852931200003, 13.61828082400007 47.48879837400005, 13.61867777900005 47.48878235200004, 13.61907473500003 47.48876632800005, 13.61909837600007 47.48903539000003, 13.61949533300003 47.48901936400006, 13.61951897700004 47.48928842600003, 13.61991593600004 47.48927239900007, 13.61989229000005 47.48900333800003, 13.62028924600003 47.48898731000003, 13.62068620200006 47.48897128000004, 13.62066255200006 47.48870221900006, 13.62105950600005 47.48868618800003, 13.62103585500006 47.48841712700005, 13.62063890300004 47.48843315800008, 13.62061525400003 47.48816409600005, 13.62059160600006 47.48789503500007, 13.62019465800006 47.48791106400006, 13.62017101100002 47.48764200300008, 13.62014736600003 47.48737294100005, 13.61975042100005 47.48738896800006, 13.61972677800003 47.48711990700008, 13.61932983500003 47.48713593200006, 13.61930619400005 47.48686687000003, 13.61928255300006 47.48659780900005, 13.61888561500007 47.48661383300004, 13.61886197600006 47.48634477100006, 13.61883833800005 47.48607570800004, 13.61844140300008 47.48609173100004, 13.61841776700004 47.48582266900007, 13.61839413200005 47.48555360600005, 13.61799720000005 47.48556962700007, 13.61797356700004 47.48530056500005, 13.61794993400002 47.48503150200003, 13.61792630200006 47.48476244000005, 13.61752937600005 47.48477845900004, 13.61750574600006 47.48450939600008, 13.61748211700007 47.48424033300006, 13.61787903800007 47.48422431500006, 13.61785540700004 47.48395525200004, 13.61825232600006 47.48393923300006, 13.61822869300005 47.48367017000004, 13.61862561000004 47.48365414900007, 13.61864924500003 47.48392321100005, 13.61904616400005 47.48390718900004, 13.61906980100002 47.48417625100006, 13.61946672200003 47.48416022700007, 13.61986364200004 47.48414420200004, 13.61984000000007 47.48387514000007, 13.62023691800005 47.48385911300005, 13.62063383500004 47.48384308600004, 13.62065748100002 47.48411214700008, 13.62105440000005 47.48409611800002, 13.62107804800007 47.48436517900006, 13.62147496800003 47.48434914800004, 13.62149861800003 47.48461820900008, 13.62189554100007 47.48460217600007, 13.62191919300005 47.48487123700005, 13.62231611700003 47.48485520300005, 13.62233977200003 47.48512426400004, 13.62273669800004 47.48510822900005, 13.62276035500003 47.48537728900004, 13.62278401300006 47.48564635000008, 13.62280767000004 47.48591541000008, 13.62241073900003 47.48593144600005, 13.62243439500003 47.48620050700004, 13.62245805200007 47.48646956800008, 13.62285498700004 47.48645353100005, 13.62325192300005 47.48643749400003, 13.62364885800002 47.48642145500003, 13.62404579200006 47.48640541400005, 13.62406945700008 47.48667447400004, 13.62446639400002 47.48665843200007, 13.62486333000004 47.48664238900005, 13.62483966100007 47.48637332900006, 13.62523659500005 47.48635728500005, 13.62521292400004 47.48608822500006, 13.62518925300003 47.48581916600006, 13.62558618300005 47.48580312000007, 13.62556251100006 47.48553406100007, 13.62553883900006 47.48526500100007, 13.62593576400008 47.48524895400004, 13.62591209100003 47.48497989500004, 13.62588841800005 47.48471083600003, 13.62628533800006 47.48469478800007, 13.62626166400003 47.48442572900007, 13.62623798900006 47.48415666900007, 13.62663490500006 47.48414062100005, 13.62661122900005 47.48387156100006, 13.62658755400003 47.48360250200005, 13.62656387900006 47.48333344300005, 13.62654020400004 47.48306438400004, 13.62651652900007 47.48279532500004, 13.62611962300002 47.48281137300006, 13.62609595100002 47.48254231300007, 13.62607227900003 47.48227325400006, 13.62604860700003 47.48200419400007, 13.62602493600002 47.48173513500006, 13.62642183400004 47.48171908700004, 13.62681873200006 47.48170303800003, 13.62679505700004 47.48143397900003, 13.62639816100005 47.48145002800004, 13.62637448800007 47.48118096800005, 13.62635081600007 47.48091190900004, 13.62632714400007 47.48064285000004, 13.62630347300006 47.48037379000004, 13.62627980200006 47.48010473100004, 13.62625613100005 47.47983567100005, 13.62623246000004 47.47956661200004, 13.62620879000002 47.47929755200005, 13.62581191000004 47.47931359800003, 13.62578824200006 47.47904453900003, 13.62576457500006 47.47877547900003, 13.62574090800007 47.47850641900004, 13.62534403400002 47.47852246300005, 13.62494715900004 47.47853850600006, 13.62497082200002 47.47880756600006, 13.62457394500007 47.47882360800003, 13.62417706800005 47.47883964800008, 13.62415340900003 47.47857058800003, 13.62375653300006 47.47858662700003, 13.62335965700004 47.47860266400005, 13.62296278100007 47.47861870000003, 13.62298643400004 47.47888776100007, 13.62258955500005 47.47890379600005, 13.62219267600005 47.47891982900006, 13.62179579700006 47.47893586100002, 13.62139891700002 47.47895189200005, 13.62100203700004 47.47896792100005, 13.62060515700006 47.47898394900005, 13.62020827600003 47.47899997600007, 13.62018463700002 47.47873091400004, 13.62058151600007 47.47871488700008, 13.62055787500003 47.47844582600004, 13.62095475200005 47.47842979800004, 13.62093110900003 47.47816073600006, 13.62090746700005 47.47789167500008, 13.62051059500004 47.47790770200004, 13.62048695600004 47.47763864000007, 13.62009008500007 47.47765466600003, 13.61969321400005 47.47767069100007, 13.61966957900006 47.47740162900004, 13.61927270900003 47.47741765200004, 13.61924907600007 47.47714858900008, 13.61922544400005 47.47687952700005, 13.61882857800003 47.47689554800007, 13.61880494800005 47.47662648600004, 13.61878131800006 47.47635742300008, 13.61838445600006 47.47637344300006, 13.61798759400006 47.47638946100005, 13.61796396900007 47.47612039800003, 13.61756710800006 47.47613641500004, 13.61754348500006 47.47586735200008, 13.61714662600002 47.47588336700005, 13.61674976700004 47.47589938100003, 13.61635290700008 47.47591539400003, 13.61637652400003 47.47618445700004, 13.61597966200003 47.47620046800006, 13.61600327700006 47.47646953200007, 13.61560641300002 47.47648554200003, 13.61563002700007 47.47675460600004, 13.61565364100005 47.47702366900006, 13.61525677200007 47.47703967800004, 13.61485990300002 47.47705568600003, 13.61446303300005 47.47707169200004, 13.61406616400006 47.47708769700006, 13.61366929400003 47.47710370000004, 13.61369289800007 47.47737276500004, 13.61329602500007 47.47738876700004, 13.61289915300006 47.47740476800004, 13.61287555200005 47.47713570300004, 13.61285195200003 47.47686663800005, 13.61245508300004 47.47688263800006, 13.61243148600005 47.47661357300007, 13.61203461800005 47.47662957100005, 13.61163775000006 47.47664556700005, 13.61166134400003 47.47691463200005, 13.61126447400005 47.47693062700006, 13.61128806600004 47.47719969200006, 13.61089119300004 47.47721568600008, 13.61049432000004 47.47723167900006, 13.61051790900007 47.47750074500004, 13.61012103300004 47.47751673600004, 13.60972415800006 47.47753272600005, 13.60932728200004 47.47754871400008, 13.60930370000005 47.47727964800004, 13.60928011800007 47.47701058200005, 13.60888324600006 47.47702656900003, 13.60885966600006 47.47675750300004, 13.60846279600003 47.47677348800005, 13.60843921900005 47.47650442200006, 13.60804235000006 47.47652040600008, 13.60806592500006 47.47678947200006, 13.60808950000006 47.47705853900004, 13.60769262700006 47.47707452200007, 13.60729575300007 47.47709050300006, 13.60727218200003 47.47682143600008, 13.60724861100005 47.47655236900005, 13.60685174100007 47.47656834900005, 13.60682817200006 47.47629928200007, 13.60680460400005 47.47603021500004, 13.60640773800003 47.47604619300006, 13.60638417200005 47.47577712600003), (13.61729309100002 47.48208783100006, 13.61731671800004 47.48235689400008, 13.61734034600005 47.48262595700004, 13.61694343600004 47.48264197300006, 13.61691981000007 47.48237291000004, 13.61689618600008 47.48210384700008, 13.61729309100002 47.48208783100006), (13.61497795800005 47.47840100500008, 13.61500157000006 47.47867006900003, 13.61539845100003 47.47865406100004, 13.61542206600006 47.47892312400006, 13.61581894900007 47.47890711400004, 13.61621583100003 47.47889110300008, 13.61623945000002 47.47916016600004, 13.61663633400008 47.47914415300005, 13.61665995500005 47.47941321700006, 13.61668357700006 47.47968228000008, 13.61628668800006 47.47969829300007, 13.61631030800004 47.47996735600003, 13.61591341800005 47.47998336800003, 13.61551652700007 47.47999937900005, 13.61549291100005 47.47973031500004, 13.61509602200005 47.47974632400008, 13.61507240800006 47.47947726100006, 13.61467552100004 47.47949326800006, 13.61465191000008 47.47922420400005, 13.61462829900006 47.47895514000004, 13.61460468900003 47.47868607600003, 13.61420780700007 47.47870208200004, 13.61418419900002 47.47843301800003, 13.61458107900006 47.47841701200008, 13.61497795800005 47.47840100500008), (13.61490712400007 47.47759381400004, 13.61493073500003 47.47786287800005, 13.61453386000005 47.47787888400006, 13.61455746900003 47.47814794800007, 13.61416059100003 47.47816395400008, 13.61413698400003 47.47789489000007, 13.61411337700002 47.47762582500008, 13.61451025000002 47.47760982000005, 13.61490712400007 47.47759381400004))"
11,RGI60-11.00012,G013058E47424N,20030799,20030999,13.0581,47.4242,11,1,0.197,2710,2828,2778,12.1,21,549,0,0,0,0,9,1,Hochkoenig,,"POLYGON ((13.05701735600007 47.42177957200005, 13.05662060900005 47.42179363500003, 13.05622386200002 47.42180769600003, 13.05624457900007 47.42207696200006, 13.05626529700004 47.42234622800004, 13.05586854500007 47.42236028800005, 13.05588926100006 47.42262955300004, 13.05549250700005 47.42264361200006, 13.05509575300005 47.42265766900005, 13.05511646500003 47.42292693600007, 13.05471970900004 47.42294099200006, 13.05474041900004 47.42321025800004, 13.05434366000003 47.42322431300005, 13.05394690100007 47.42323836600008, 13.05392619500003 47.42296910000005, 13.05352943700007 47.42298315200003, 13.05313268000003 47.42299720200003, 13.05273592100002 47.42301125200004, 13.05233916300006 47.42302530000006, 13.05235986200006 47.42329456700003, 13.05275662200006 47.42328051900006, 13.05315338200006 47.42326646900005, 13.05317408500002 47.42353573600008, 13.05357084600007 47.42352168500003, 13.05396760800005 47.42350763300004, 13.05398831500003 47.42377689900007, 13.05400902200006 47.42404616600004, 13.05402973000002 47.42431543200007, 13.05442649700007 47.42430137800005, 13.05444720700007 47.42457064500007, 13.05484397600003 47.42455658900008, 13.05486468800007 47.42482585500005, 13.05488540100004 47.42509512100003, 13.05528217300002 47.42508106400004, 13.05567894600006 47.42506700600006, 13.05607571800005 47.42505294600005, 13.05609643700006 47.42532221100004, 13.05649321000004 47.42530815000003, 13.05651393200003 47.42557741600007, 13.05653465300003 47.42584668100005, 13.05693143100007 47.42583261800007, 13.05695215400004 47.42610188300006, 13.05734893400006 47.42608781900003, 13.05774571300003 47.42607375300003, 13.05814249100007 47.42605968600003, 13.05816322100003 47.42632895100007, 13.05856000200004 47.42631488200004, 13.05895678200005 47.42630081200008, 13.05893604700003 47.42603154700004, 13.05891531400005 47.42576228200005, 13.05851853800004 47.42577635200007, 13.05849780600005 47.42550708700003, 13.05847707500004 47.42523782200004, 13.05887384700003 47.42522375300007, 13.05885311400004 47.42495448800003, 13.05883238100006 47.42468522300004, 13.05922914900003 47.42467115200003, 13.05962591600007 47.42465708000003, 13.05964665300007 47.42492634500007, 13.05966739000007 47.42519560900007, 13.05968812700007 47.42546487400006, 13.06008490000005 47.42545080000008, 13.06010564000007 47.42572006400007, 13.06012638000004 47.42598932900006, 13.06014712000007 47.42625859300006, 13.06054389900004 47.42624451700004, 13.06094067700008 47.42623044000004, 13.06133745500006 47.42621636200005, 13.06173423300004 47.42620228200008, 13.06213101100008 47.42618820100006, 13.06211026100004 47.42591893800005, 13.06208951100007 47.42564967400006, 13.06248628400004 47.42563559200005, 13.06246553200003 47.42536632800005, 13.06286230300003 47.42535224500006, 13.06284155000003 47.42508298100006, 13.06244478100007 47.42509706400006, 13.06242403000005 47.42482780100005, 13.06240327900002 47.42455853700005, 13.06200651400007 47.42457261900006, 13.06198576500003 47.42430335500006, 13.06158900200006 47.42431743500003, 13.06119223800005 47.42433151400007, 13.06079547400003 47.42434559200007, 13.06077473200003 47.42407632700008, 13.06075399000002 47.42380706300003, 13.06115075000002 47.42379298600008, 13.06113000600004 47.42352372200003, 13.06073324800008 47.42353779900003, 13.06071250700006 47.42326853500003, 13.06069176600005 47.42299927100004, 13.06067102500003 47.42273000600005, 13.06027427300006 47.42274408200007, 13.05987752000004 47.42275815500005, 13.05985678400003 47.42248889100006, 13.05946003300005 47.42250296300006, 13.05906328200007 47.42251703400007, 13.05866653000004 47.42253110400003, 13.05864580000002 47.42226183900004, 13.05824905100008 47.42227590700003, 13.05785230000004 47.42228997400008, 13.05745555000004 47.42230403900004, 13.05705879900006 47.42231810400006, 13.05703807800006 47.42204883800008, 13.05701735600007 47.42177957200005))"
72,RGI60-11.00073,G012596E47140N,20030799,20030999,12.5956,47.1403,11,1,0.03,2822,2895,2871,14.9,147,230,0,0,0,0,9,9,,,"POLYGON ((12.59701413700003 47.13935672300005, 12.59661928300005 47.13936913700007, 12.59622442900007 47.13938155000005, 12.59624262000006 47.13965097400006, 12.59626081100004 47.13992039800007, 12.59586595300004 47.13993281000006, 12.59584776400004 47.13966338500006, 12.59582957500004 47.13939396100005, 12.59543472100006 47.13940637100006, 12.59503986600004 47.13941878000003, 12.59505805100002 47.13968820400004, 12.59507623600007 47.13995762900004, 12.59468137700003 47.13997003600008, 12.59469956000004 47.14023946100008, 12.59430469900008 47.14025186700007, 12.59432288100004 47.14052129100003, 12.59434106300006 47.14079071600003, 12.59435924500002 47.14106014000004, 12.59437742700004 47.14132956500004, 12.59439560900006 47.14159898900004, 12.59479048000003 47.14158658200006, 12.59518535100005 47.14157417400003, 12.59558022100003 47.14156176400007, 12.59556203300002 47.14129234000006, 12.59554384500007 47.14102291600005, 12.59514897800005 47.14103532600006, 12.59513079200008 47.14076590100007, 12.59511260700003 47.14049647700006, 12.59550746900004 47.14048406800003, 12.59590233100005 47.14047165800008, 12.59629719300005 47.14045924600003, 12.59631538500003 47.14072867000004, 12.59671024900007 47.14071625600008, 12.59669205500006 47.14044683300006, 12.59708691700007 47.14043441800004, 12.59706872100003 47.14016499400003, 12.59705052600003 47.13989557100007, 12.59744538300004 47.13988315500006, 12.59742718700005 47.13961373100005, 12.59703233100004 47.13962614700006, 12.59701413700003 47.13935672300005))"
