rgi_id,0
RGI60-11.01450,-764.2954565442524
RGI60-11.02822,-607.403602365237
RGI60-11.01478,-415.00403389112216
RGI60-11.03643,-344.00506969490925
RGI60-11.01328,-458.78558500893087
RGI60-11.01827,-534.376854860011
RGI60-11.01346,-292.2231351824521
RGI60-11.00106,-580.4703043336558
RGI60-11.02766,-403.8348238480103
RGI60-11.00746,-544.0373106650059
RGI60-11.01238,-523.2161319494144
RGI60-11.01946,-376.0481315587522
RGI60-11.02739,-327.54734200710936
RGI60-11.01198,-425.3178820668945
RGI60-11.02773,-528.6408162910911
RGI60-11.02630,-340.0760143848838
RGI60-11.03638,-267.2195090451587
RGI60-11.01702,-650.9103004371273
RGI60-11.01275,-418.31256289812245
RGI60-11.00872,-413.56060596001134
RGI60-11.02801,-447.0634209017826
RGI60-11.03646,-175.2512398480958
RGI60-11.01974,-522.5659438104458
RGI60-11.03005,-163.52248495229378
RGI60-11.02709,-319.95789103922834
RGI60-11.02922,-227.41064081293462
RGI60-11.02437,-634.0722454819233
RGI60-11.01698,-333.90576626242455
RGI60-11.00666,-556.0264143684926
RGI60-11.02704,-302.7207811401613
RGI60-11.02715,-335.9608758165914
RGI60-11.01270,-235.40648400007467
RGI60-11.00887,-545.0658577186741
RGI60-11.00719,-618.2952366300224
RGI60-11.03651,-263.6938954529778
RGI60-11.00135,-345.5938282888146
RGI60-11.03698,-295.1228072080703
RGI60-11.02624,-284.39714972681577
RGI60-11.03039,-519.1481879986604
RGI60-11.01144,-333.532071362667
RGI60-11.00897,-351.1109579780532
RGI60-11.03001,-127.80510982196483
RGI60-11.00846,-362.3378101659591
RGI60-11.02119,-363.49418111432806
RGI60-11.02072,-850.9253124902461
RGI60-11.03466,-295.57544026615506
RGI60-11.02495,-189.09114997191227
RGI60-11.01797,-221.4523459880529
RGI60-11.02596,-184.84503286969084
RGI60-11.02796,-320.13419519046784
RGI60-11.03642,-192.32473902825404
RGI60-11.00945,-472.77796288650507
RGI60-11.02793,-197.7822226082735
RGI60-11.02890,-251.102337874755
RGI60-11.02245,-442.0311314875844
RGI60-11.02902,-192.82741110782172
RGI60-11.02460,-563.0675831617191
RGI60-11.02819,-497.5193717223897
RGI60-11.00597,-452.2804855762438
RGI60-11.02593,-212.84010992108506
RGI60-11.02051,-223.92539937993251
RGI60-11.02477,-534.3006384948067
RGI60-11.02740,-289.1435547501278
RGI60-11.02843,-237.6616896764899
RGI60-11.01222,-248.75808850960448
RGI60-11.02144,-306.250401628547
RGI60-11.01622,-339.9398971509422
RGI60-11.02507,-222.17579263571815
RGI60-11.02787,-254.6777646910723
